sale_date,medicine_name,manufacturer,storage_condition,quantity_sold,temperature,flu_season,rain,Unit_type,region,is_holiday,is_weekend
2019-01-01,Salonpas,Hisamitsu,Dry place,49,17.07,1,0,gói,Nam,1,0
2019-01-01,Smecta,Ipsen,Dry place,20,17.64,1,0,gói,Bắc,1,0
2019-01-01,Smecta,Ipsen,Dry place,21,17.64,1,0,gói,Trung,1,0
2019-01-01,Smecta,Ipsen,Dry place,23,17.64,1,0,gói,Nam,1,0
2019-01-01,Thuốc ho Prospan,Engelhard,Cool place,32,17.47,1,0,chai,Bắc,1,0
2019-01-01,Thuốc ho Prospan,Engelhard,Cool place,24,17.47,1,0,chai,Trung,1,0
2019-01-01,Thuốc ho Prospan,Engelhard,Cool place,8,17.47,1,0,chai,Nam,1,0
2019-01-01,V-Rohto,Rohto,Cool place,21,18.58,1,0,chai,Bắc,1,0
2019-01-01,V-Rohto,Rohto,Cool place,27,18.58,1,0,chai,Trung,1,0
2019-01-01,V-Rohto,Rohto,Cool place,37,18.58,1,0,chai,Nam,1,0
2019-01-01,Vitamin C 500mg,DHG Pharma,Room temperature,29,15.93,1,0,hộp,Bắc,1,0
2019-01-01,Vitamin C 500mg,DHG Pharma,Room temperature,29,15.93,1,0,hộp,Trung,1,0
2019-01-01,Vitamin C 500mg,DHG Pharma,Room temperature,37,15.93,1,0,hộp,Nam,1,0
2019-01-01,Vitamin D3 1000 IU,Nature Made,Room temperature,14,17.1,1,0,lọ,Bắc,1,0
2019-01-01,Vitamin D3 1000 IU,Nature Made,Room temperature,13,17.1,1,0,lọ,Trung,1,0
2019-01-01,Vitamin D3 1000 IU,Nature Made,Room temperature,11,17.1,1,0,lọ,Nam,1,0
2019-01-01,Xịt mũi Nazal,Nam Ha Pharma,Cool place,42,16.64,1,0,chai,Bắc,1,0
2019-01-01,Xịt mũi Nazal,Nam Ha Pharma,Cool place,29,16.64,1,0,chai,Trung,1,0
2019-01-01,Xịt mũi Nazal,Nam Ha Pharma,Cool place,19,16.64,1,0,chai,Nam,1,0
2019-01-02,Acetylcysteine syrup,DHG Pharma,Cool place,34,18.23,1,1,chai,Bắc,0,0
2019-01-02,Acetylcysteine syrup,DHG Pharma,Cool place,26,18.23,1,1,chai,Trung,0,0
2019-01-02,Acetylcysteine syrup,DHG Pharma,Cool place,18,18.23,1,1,chai,Nam,0,0
2019-01-02,Amoxicillin-Clavulanate,Glomed,Room temperature,24,17.1,1,0,hộp,Bắc,0,0
2019-01-02,Amoxicillin-Clavulanate,Glomed,Room temperature,22,17.1,1,0,hộp,Trung,0,0
2019-01-02,Amoxicillin-Clavulanate,Glomed,Room temperature,17,17.1,1,0,hộp,Nam,0,0
2019-01-02,Coldrex,GSK,Room temperature,82,18.88,1,0,hộp,Bắc,0,0
2019-01-02,Coldrex,GSK,Room temperature,63,18.88,1,0,hộp,Trung,0,0
2019-01-02,Coldrex,GSK,Room temperature,35,18.88,1,0,hộp,Nam,0,0
2019-01-02,Ibuprofen 200mg,Traphaco,Room temperature,63,17.48,1,1,hộp,Bắc,0,0
2019-01-02,Ibuprofen 200mg,Traphaco,Room temperature,56,17.48,1,1,hộp,Trung,0,0
2019-01-02,Ibuprofen 200mg,Traphaco,Room temperature,67,17.48,1,1,hộp,Nam,0,0
2019-01-02,Loratadine 10mg,Sanofi,Room temperature,33,17.91,1,0,hộp,Bắc,0,0
2019-01-02,Loratadine 10mg,Sanofi,Room temperature,30,17.91,1,0,hộp,Trung,0,0
2019-01-02,Loratadine 10mg,Sanofi,Room temperature,26,17.91,1,0,hộp,Nam,0,0
2019-01-02,Omeprazole 20mg,STADA,Room temperature,28,19.11,1,0,hộp,Bắc,0,0
2019-01-02,Omeprazole 20mg,STADA,Room temperature,29,19.11,1,0,hộp,Trung,0,0
2019-01-02,Omeprazole 20mg,STADA,Room temperature,39,19.11,1,0,hộp,Nam,0,0
2019-01-02,Paracetamol 500mg,DHG Pharma,Room temperature,80,18.98,1,1,hộp,Bắc,0,0
2019-01-02,Paracetamol 500mg,DHG Pharma,Room temperature,81,18.98,1,1,hộp,Trung,0,0
2019-01-02,Paracetamol 500mg,DHG Pharma,Room temperature,81,18.98,1,1,hộp,Nam,0,0
2019-01-02,Salbutamol inhaler,GSK,Cool place,32,19.16,1,0,chai,Bắc,0,0
2019-01-02,Salbutamol inhaler,GSK,Cool place,27,19.16,1,0,chai,Trung,0,0
2019-01-02,Salbutamol inhaler,GSK,Cool place,21,19.16,1,0,chai,Nam,0,0
2019-01-02,Salonpas,Hisamitsu,Dry place,73,17.09,1,0,gói,Bắc,0,0
2019-01-02,Salonpas,Hisamitsu,Dry place,88,17.09,1,0,gói,Trung,0,0
2019-01-02,Salonpas,Hisamitsu,Dry place,110,17.09,1,0,gói,Nam,0,0
2019-01-02,Smecta,Ipsen,Dry place,41,17.67,1,0,gói,Bắc,0,0
2019-01-02,Smecta,Ipsen,Dry place,49,17.67,1,0,gói,Trung,0,0
2019-01-02,Smecta,Ipsen,Dry place,56,17.67,1,0,gói,Nam,0,0
2019-01-02,Thuốc ho Prospan,Engelhard,Cool place,78,17.49,1,0,chai,Bắc,0,0
2019-01-02,Thuốc ho Prospan,Engelhard,Cool place,55,17.49,1,0,chai,Trung,0,0
2019-01-02,Thuốc ho Prospan,Engelhard,Cool place,18,17.49,1,0,chai,Nam,0,0
2019-01-02,V-Rohto,Rohto,Cool place,47,18.54,1,0,chai,Bắc,0,0
2019-01-02,V-Rohto,Rohto,Cool place,65,18.54,1,0,chai,Trung,0,0
2019-01-02,V-Rohto,Rohto,Cool place,81,18.54,1,0,chai,Nam,0,0
2019-01-02,Vitamin C 500mg,DHG Pharma,Room temperature,67,16.03,1,0,hộp,Bắc,0,0
2019-01-02,Vitamin C 500mg,DHG Pharma,Room temperature,67,16.03,1,0,hộp,Trung,0,0
2019-01-02,Vitamin C 500mg,DHG Pharma,Room temperature,88,16.03,1,0,hộp,Nam,0,0
2019-01-02,Vitamin D3 1000 IU,Nature Made,Room temperature,35,17.15,1,0,lọ,Bắc,0,0
2019-01-02,Vitamin D3 1000 IU,Nature Made,Room temperature,30,17.15,1,0,lọ,Trung,0,0
2019-01-02,Vitamin D3 1000 IU,Nature Made,Room temperature,28,17.15,1,0,lọ,Nam,0,0
2019-01-02,Xịt mũi Nazal,Nam Ha Pharma,Cool place,94,16.67,1,0,chai,Bắc,0,0
2019-01-02,Xịt mũi Nazal,Nam Ha Pharma,Cool place,68,16.67,1,0,chai,Trung,0,0
2019-01-02,Xịt mũi Nazal,Nam Ha Pharma,Cool place,43,16.67,1,0,chai,Nam,0,0
2019-01-03,Acetylcysteine syrup,DHG Pharma,Cool place,34,18.18,1,0,chai,Bắc,0,0
2019-01-03,Acetylcysteine syrup,DHG Pharma,Cool place,29,18.18,1,0,chai,Trung,0,0
2019-01-03,Acetylcysteine syrup,DHG Pharma,Cool place,17,18.18,1,0,chai,Nam,0,0
2019-01-03,Amoxicillin-Clavulanate,Glomed,Room temperature,26,17.13,1,1,hộp,Bắc,0,0
2019-01-03,Amoxicillin-Clavulanate,Glomed,Room temperature,22,17.13,1,1,hộp,Trung,0,0
2019-01-03,Amoxicillin-Clavulanate,Glomed,Room temperature,17,17.13,1,1,hộp,Nam,0,0
2019-01-03,Coldrex,GSK,Room temperature,85,18.81,1,0,hộp,Bắc,0,0
2019-01-03,Coldrex,GSK,Room temperature,62,18.81,1,0,hộp,Trung,0,0
2019-01-03,Coldrex,GSK,Room temperature,36,18.81,1,0,hộp,Nam,0,0
2019-01-03,Ibuprofen 200mg,Traphaco,Room temperature,65,17.48,1,0,hộp,Bắc,0,0
2019-01-03,Ibuprofen 200mg,Traphaco,Room temperature,57,17.48,1,0,hộp,Trung,0,0
2019-01-03,Ibuprofen 200mg,Traphaco,Room temperature,72,17.48,1,0,hộp,Nam,0,0
2019-01-03,Loratadine 10mg,Sanofi,Room temperature,33,17.89,1,0,hộp,Bắc,0,0
2019-01-03,Loratadine 10mg,Sanofi,Room temperature,29,17.89,1,0,hộp,Trung,0,0
2019-01-03,Loratadine 10mg,Sanofi,Room temperature,28,17.89,1,0,hộp,Nam,0,0
2019-01-03,Omeprazole 20mg,STADA,Room temperature,29,19.06,1,0,hộp,Bắc,0,0
2019-01-03,Omeprazole 20mg,STADA,Room temperature,29,19.06,1,0,hộp,Trung,0,0
2019-01-03,Omeprazole 20mg,STADA,Room temperature,38,19.06,1,0,hộp,Nam,0,0
2019-01-03,Paracetamol 500mg,DHG Pharma,Room temperature,84,18.92,1,1,hộp,Bắc,0,0
2019-01-03,Paracetamol 500mg,DHG Pharma,Room temperature,80,18.92,1,1,hộp,Trung,0,0
2019-01-03,Paracetamol 500mg,DHG Pharma,Room temperature,81,18.92,1,1,hộp,Nam,0,0
2019-01-03,Salbutamol inhaler,GSK,Cool place,32,19.12,1,0,chai,Bắc,0,0
2019-01-03,Salbutamol inhaler,GSK,Cool place,26,19.12,1,0,chai,Trung,0,0
2019-01-03,Salbutamol inhaler,GSK,Cool place,24,19.12,1,0,chai,Nam,0,0
2019-01-03,Salonpas,Hisamitsu,Dry place,70,17.1,1,0,gói,Bắc,0,0
2019-01-03,Salonpas,Hisamitsu,Dry place,83,17.1,1,0,gói,Trung,0,0
2019-01-03,Salonpas,Hisamitsu,Dry place,117,17.1,1,0,gói,Nam,0,0
2019-01-03,Smecta,Ipsen,Dry place,45,17.7,1,0,gói,Bắc,0,0
2019-01-03,Smecta,Ipsen,Dry place,48,17.7,1,0,gói,Trung,0,0
2019-01-03,Smecta,Ipsen,Dry place,56,17.7,1,0,gói,Nam,0,0
2019-01-03,Thuốc ho Prospan,Engelhard,Cool place,76,17.51,1,1,chai,Bắc,0,0
2019-01-03,Thuốc ho Prospan,Engelhard,Cool place,58,17.51,1,1,chai,Trung,0,0
2019-01-03,Thuốc ho Prospan,Engelhard,Cool place,22,17.51,1,1,chai,Nam,0,0
2019-01-03,V-Rohto,Rohto,Cool place,46,18.51,1,0,chai,Bắc,0,0
2019-01-03,V-Rohto,Rohto,Cool place,67,18.51,1,0,chai,Trung,0,0
2019-01-03,V-Rohto,Rohto,Cool place,84,18.51,1,0,chai,Nam,0,0
2019-01-03,Vitamin C 500mg,DHG Pharma,Room temperature,66,16.12,1,0,hộp,Bắc,0,0
2019-01-03,Vitamin C 500mg,DHG Pharma,Room temperature,67,16.12,1,0,hộp,Trung,0,0
2019-01-03,Vitamin C 500mg,DHG Pharma,Room temperature,90,16.12,1,0,hộp,Nam,0,0
2019-01-03,Vitamin D3 1000 IU,Nature Made,Room temperature,33,17.2,1,0,lọ,Bắc,0,0
2019-01-03,Vitamin D3 1000 IU,Nature Made,Room temperature,30,17.2,1,0,lọ,Trung,0,0
2019-01-03,Vitamin D3 1000 IU,Nature Made,Room temperature,30,17.2,1,0,lọ,Nam,0,0
2019-01-03,Xịt mũi Nazal,Nam Ha Pharma,Cool place,98,16.7,1,1,chai,Bắc,0,0
2019-01-03,Xịt mũi Nazal,Nam Ha Pharma,Cool place,71,16.7,1,1,chai,Trung,0,0
2019-01-03,Xịt mũi Nazal,Nam Ha Pharma,Cool place,42,16.7,1,1,chai,Nam,0,0
2019-01-04,Acetylcysteine syrup,DHG Pharma,Cool place,35,18.13,1,0,chai,Bắc,0,0
2019-01-04,Acetylcysteine syrup,DHG Pharma,Cool place,25,18.13,1,0,chai,Trung,0,0
2019-01-04,Acetylcysteine syrup,DHG Pharma,Cool place,21,18.13,1,0,chai,Nam,0,0
2019-01-04,Amoxicillin-Clavulanate,Glomed,Room temperature,25,17.15,1,0,hộp,Bắc,0,0
2019-01-04,Amoxicillin-Clavulanate,Glomed,Room temperature,21,17.15,1,0,hộp,Trung,0,0
2019-01-04,Amoxicillin-Clavulanate,Glomed,Room temperature,19,17.15,1,0,hộp,Nam,0,0
2019-01-04,Coldrex,GSK,Room temperature,86,18.75,1,1,hộp,Bắc,0,0
2019-01-04,Coldrex,GSK,Room temperature,61,18.75,1,1,hộp,Trung,0,0
2019-01-04,Coldrex,GSK,Room temperature,34,18.75,1,1,hộp,Nam,0,0
2019-01-04,Ibuprofen 200mg,Traphaco,Room temperature,63,17.47,1,1,hộp,Bắc,0,0
2019-01-04,Ibuprofen 200mg,Traphaco,Room temperature,59,17.47,1,1,hộp,Trung,0,0
2019-01-04,Ibuprofen 200mg,Traphaco,Room temperature,72,17.47,1,1,hộp,Nam,0,0
2019-01-04,Loratadine 10mg,Sanofi,Room temperature,33,17.87,1,0,hộp,Bắc,0,0
2019-01-04,Loratadine 10mg,Sanofi,Room temperature,29,17.87,1,0,hộp,Trung,0,0
2019-01-04,Loratadine 10mg,Sanofi,Room temperature,26,17.87,1,0,hộp,Nam,0,0
2019-01-04,Omeprazole 20mg,STADA,Room temperature,29,19.0,1,0,hộp,Bắc,0,0
2019-01-04,Omeprazole 20mg,STADA,Room temperature,29,19.0,1,0,hộp,Trung,0,0
2019-01-04,Omeprazole 20mg,STADA,Room temperature,40,19.0,1,0,hộp,Nam,0,0
2019-01-04,Paracetamol 500mg,DHG Pharma,Room temperature,85,18.85,1,0,hộp,Bắc,0,0
2019-01-04,Paracetamol 500mg,DHG Pharma,Room temperature,84,18.85,1,0,hộp,Trung,0,0
2019-01-04,Paracetamol 500mg,DHG Pharma,Room temperature,88,18.85,1,0,hộp,Nam,0,0
2019-01-04,Salbutamol inhaler,GSK,Cool place,33,19.09,1,0,chai,Bắc,0,0
2019-01-04,Salbutamol inhaler,GSK,Cool place,27,19.09,1,0,chai,Trung,0,0
2019-01-04,Salbutamol inhaler,GSK,Cool place,23,19.09,1,0,chai,Nam,0,0
2019-01-04,Salonpas,Hisamitsu,Dry place,73,17.12,1,0,gói,Bắc,0,0
2019-01-04,Salonpas,Hisamitsu,Dry place,88,17.12,1,0,gói,Trung,0,0
2019-01-04,Salonpas,Hisamitsu,Dry place,113,17.12,1,0,gói,Nam,0,0
2019-01-04,Smecta,Ipsen,Dry place,45,17.73,1,0,gói,Bắc,0,0
2019-01-04,Smecta,Ipsen,Dry place,52,17.73,1,0,gói,Trung,0,0
2019-01-04,Smecta,Ipsen,Dry place,57,17.73,1,0,gói,Nam,0,0
2019-01-04,Thuốc ho Prospan,Engelhard,Cool place,77,17.53,1,0,chai,Bắc,0,0
2019-01-04,Thuốc ho Prospan,Engelhard,Cool place,57,17.53,1,0,chai,Trung,0,0
2019-01-04,Thuốc ho Prospan,Engelhard,Cool place,23,17.53,1,0,chai,Nam,0,0
2019-01-04,V-Rohto,Rohto,Cool place,47,18.47,1,0,chai,Bắc,0,0
2019-01-04,V-Rohto,Rohto,Cool place,66,18.47,1,0,chai,Trung,0,0
2019-01-04,V-Rohto,Rohto,Cool place,88,18.47,1,0,chai,Nam,0,0
2019-01-04,Vitamin C 500mg,DHG Pharma,Room temperature,64,16.22,1,0,hộp,Bắc,0,0
2019-01-04,Vitamin C 500mg,DHG Pharma,Room temperature,69,16.22,1,0,hộp,Trung,0,0
2019-01-04,Vitamin C 500mg,DHG Pharma,Room temperature,92,16.22,1,0,hộp,Nam,0,0
2019-01-04,Vitamin D3 1000 IU,Nature Made,Room temperature,32,17.25,1,0,lọ,Bắc,0,0
2019-01-04,Vitamin D3 1000 IU,Nature Made,Room temperature,31,17.25,1,0,lọ,Trung,0,0
2019-01-04,Vitamin D3 1000 IU,Nature Made,Room temperature,28,17.25,1,0,lọ,Nam,0,0
2019-01-04,Xịt mũi Nazal,Nam Ha Pharma,Cool place,96,16.73,1,1,chai,Bắc,0,0
2019-01-04,Xịt mũi Nazal,Nam Ha Pharma,Cool place,70,16.73,1,1,chai,Trung,0,0
2019-01-04,Xịt mũi Nazal,Nam Ha Pharma,Cool place,39,16.73,1,1,chai,Nam,0,0
2019-01-05,Acetylcysteine syrup,DHG Pharma,Cool place,35,18.08,1,0,chai,Bắc,0,1
2019-01-05,Acetylcysteine syrup,DHG Pharma,Cool place,28,18.08,1,0,chai,Trung,0,1
2019-01-05,Acetylcysteine syrup,DHG Pharma,Cool place,21,18.08,1,0,chai,Nam,0,1
2019-01-05,Amoxicillin-Clavulanate,Glomed,Room temperature,27,17.17,1,1,hộp,Bắc,0,1
2019-01-05,Amoxicillin-Clavulanate,Glomed,Room temperature,21,17.17,1,1,hộp,Trung,0,1
2019-01-05,Amoxicillin-Clavulanate,Glomed,Room temperature,17,17.17,1,1,hộp,Nam,0,1
2019-01-05,Coldrex,GSK,Room temperature,86,18.69,1,1,hộp,Bắc,0,1
2019-01-05,Coldrex,GSK,Room temperature,62,18.69,1,1,hộp,Trung,0,1
2019-01-05,Coldrex,GSK,Room temperature,39,18.69,1,1,hộp,Nam,0,1
2019-01-05,Ibuprofen 200mg,Traphaco,Room temperature,70,17.46,1,0,hộp,Bắc,0,1
2019-01-05,Ibuprofen 200mg,Traphaco,Room temperature,59,17.46,1,0,hộp,Trung,0,1
2019-01-05,Ibuprofen 200mg,Traphaco,Room temperature,66,17.46,1,0,hộp,Nam,0,1
2019-01-05,Loratadine 10mg,Sanofi,Room temperature,34,17.86,1,0,hộp,Bắc,0,1
2019-01-05,Loratadine 10mg,Sanofi,Room temperature,31,17.86,1,0,hộp,Trung,0,1
2019-01-05,Loratadine 10mg,Sanofi,Room temperature,28,17.86,1,0,hộp,Nam,0,1
2019-01-05,Omeprazole 20mg,STADA,Room temperature,30,18.94,1,0,hộp,Bắc,0,1
2019-01-05,Omeprazole 20mg,STADA,Room temperature,29,18.94,1,0,hộp,Trung,0,1
2019-01-05,Omeprazole 20mg,STADA,Room temperature,41,18.94,1,0,hộp,Nam,0,1
2019-01-05,Paracetamol 500mg,DHG Pharma,Room temperature,84,18.79,1,0,hộp,Bắc,0,1
2019-01-05,Paracetamol 500mg,DHG Pharma,Room temperature,86,18.79,1,0,hộp,Trung,0,1
2019-01-05,Paracetamol 500mg,DHG Pharma,Room temperature,83,18.79,1,0,hộp,Nam,0,1
2019-01-05,Salbutamol inhaler,GSK,Cool place,32,19.06,1,0,chai,Bắc,0,1
2019-01-05,Salbutamol inhaler,GSK,Cool place,28,19.06,1,0,chai,Trung,0,1
2019-01-05,Salbutamol inhaler,GSK,Cool place,22,19.06,1,0,chai,Nam,0,1
2019-01-05,Salonpas,Hisamitsu,Dry place,70,17.13,1,0,gói,Bắc,0,1
2019-01-05,Salonpas,Hisamitsu,Dry place,84,17.13,1,0,gói,Trung,0,1
2019-01-05,Salonpas,Hisamitsu,Dry place,118,17.13,1,0,gói,Nam,0,1
2019-01-05,Smecta,Ipsen,Dry place,46,17.76,1,0,gói,Bắc,0,1
2019-01-05,Smecta,Ipsen,Dry place,50,17.76,1,0,gói,Trung,0,1
2019-01-05,Smecta,Ipsen,Dry place,59,17.76,1,0,gói,Nam,0,1
2019-01-05,Thuốc ho Prospan,Engelhard,Cool place,78,17.55,1,0,chai,Bắc,0,1
2019-01-05,Thuốc ho Prospan,Engelhard,Cool place,60,17.55,1,0,chai,Trung,0,1
2019-01-05,Thuốc ho Prospan,Engelhard,Cool place,21,17.55,1,0,chai,Nam,0,1
2019-01-05,V-Rohto,Rohto,Cool place,45,18.44,1,0,chai,Bắc,0,1
2019-01-05,V-Rohto,Rohto,Cool place,70,18.44,1,0,chai,Trung,0,1
2019-01-05,V-Rohto,Rohto,Cool place,86,18.44,1,0,chai,Nam,0,1
2019-01-05,Vitamin C 500mg,DHG Pharma,Room temperature,71,16.32,1,0,hộp,Bắc,0,1
2019-01-05,Vitamin C 500mg,DHG Pharma,Room temperature,70,16.32,1,0,hộp,Trung,0,1
2019-01-05,Vitamin C 500mg,DHG Pharma,Room temperature,93,16.32,1,0,hộp,Nam,0,1
2019-01-05,Vitamin D3 1000 IU,Nature Made,Room temperature,33,17.29,1,0,lọ,Bắc,0,1
2019-01-05,Vitamin D3 1000 IU,Nature Made,Room temperature,30,17.29,1,0,lọ,Trung,0,1
2019-01-05,Vitamin D3 1000 IU,Nature Made,Room temperature,29,17.29,1,0,lọ,Nam,0,1
2019-01-05,Xịt mũi Nazal,Nam Ha Pharma,Cool place,96,16.75,1,0,chai,Bắc,0,1
2019-01-05,Xịt mũi Nazal,Nam Ha Pharma,Cool place,77,16.75,1,0,chai,Trung,0,1
2019-01-05,Xịt mũi Nazal,Nam Ha Pharma,Cool place,43,16.75,1,0,chai,Nam,0,1
2019-01-06,Acetylcysteine syrup,DHG Pharma,Cool place,35,18.03,1,0,chai,Bắc,0,1
2019-01-06,Acetylcysteine syrup,DHG Pharma,Cool place,27,18.03,1,0,chai,Trung,0,1
2019-01-06,Acetylcysteine syrup,DHG Pharma,Cool place,18,18.03,1,0,chai,Nam,0,1
2019-01-06,Amoxicillin-Clavulanate,Glomed,Room temperature,26,17.2,1,0,hộp,Bắc,0,1
2019-01-06,Amoxicillin-Clavulanate,Glomed,Room temperature,21,17.2,1,0,hộp,Trung,0,1
2019-01-06,Amoxicillin-Clavulanate,Glomed,Room temperature,17,17.2,1,0,hộp,Nam,0,1
2019-01-06,Coldrex,GSK,Room temperature,85,18.63,1,0,hộp,Bắc,0,1
2019-01-06,Coldrex,GSK,Room temperature,60,18.63,1,0,hộp,Trung,0,1
2019-01-06,Coldrex,GSK,Room temperature,39,18.63,1,0,hộp,Nam,0,1
2019-01-06,Ibuprofen 200mg,Traphaco,Room temperature,65,17.45,1,0,hộp,Bắc,0,1
2019-01-06,Ibuprofen 200mg,Traphaco,Room temperature,61,17.45,1,0,hộp,Trung,0,1
2019-01-06,Ibuprofen 200mg,Traphaco,Room temperature,70,17.45,1,0,hộp,Nam,0,1
2019-01-06,Loratadine 10mg,Sanofi,Room temperature,33,17.84,1,0,hộp,Bắc,0,1
2019-01-06,Loratadine 10mg,Sanofi,Room temperature,29,17.84,1,0,hộp,Trung,0,1
2019-01-06,Loratadine 10mg,Sanofi,Room temperature,26,17.84,1,0,hộp,Nam,0,1
2019-01-06,Omeprazole 20mg,STADA,Room temperature,30,18.89,1,0,hộp,Bắc,0,1
2019-01-06,Omeprazole 20mg,STADA,Room temperature,30,18.89,1,0,hộp,Trung,0,1
2019-01-06,Omeprazole 20mg,STADA,Room temperature,41,18.89,1,0,hộp,Nam,0,1
2019-01-06,Paracetamol 500mg,DHG Pharma,Room temperature,79,18.72,1,0,hộp,Bắc,0,1
2019-01-06,Paracetamol 500mg,DHG Pharma,Room temperature,85,18.72,1,0,hộp,Trung,0,1
2019-01-06,Paracetamol 500mg,DHG Pharma,Room temperature,78,18.72,1,0,hộp,Nam,0,1
2019-01-06,Salbutamol inhaler,GSK,Cool place,33,19.02,1,0,chai,Bắc,0,1
2019-01-06,Salbutamol inhaler,GSK,Cool place,29,19.02,1,0,chai,Trung,0,1
2019-01-06,Salbutamol inhaler,GSK,Cool place,22,19.02,1,0,chai,Nam,0,1
2019-01-06,Salonpas,Hisamitsu,Dry place,77,17.15,1,1,gói,Bắc,0,1
2019-01-06,Salonpas,Hisamitsu,Dry place,84,17.15,1,1,gói,Trung,0,1
2019-01-06,Salonpas,Hisamitsu,Dry place,121,17.15,1,1,gói,Nam,0,1
2019-01-06,Smecta,Ipsen,Dry place,47,17.79,1,1,gói,Bắc,0,1
2019-01-06,Smecta,Ipsen,Dry place,51,17.79,1,1,gói,Trung,0,1
2019-01-06,Smecta,Ipsen,Dry place,57,17.79,1,1,gói,Nam,0,1
2019-01-06,Thuốc ho Prospan,Engelhard,Cool place,77,17.57,1,1,chai,Bắc,0,1
2019-01-06,Thuốc ho Prospan,Engelhard,Cool place,59,17.57,1,1,chai,Trung,0,1
2019-01-06,Thuốc ho Prospan,Engelhard,Cool place,20,17.57,1,1,chai,Nam,0,1
2019-01-06,V-Rohto,Rohto,Cool place,50,18.4,1,0,chai,Bắc,0,1
2019-01-06,V-Rohto,Rohto,Cool place,67,18.4,1,0,chai,Trung,0,1
2019-01-06,V-Rohto,Rohto,Cool place,86,18.4,1,0,chai,Nam,0,1
2019-01-06,Vitamin C 500mg,DHG Pharma,Room temperature,69,16.41,1,0,hộp,Bắc,0,1
2019-01-06,Vitamin C 500mg,DHG Pharma,Room temperature,67,16.41,1,0,hộp,Trung,0,1
2019-01-06,Vitamin C 500mg,DHG Pharma,Room temperature,93,16.41,1,0,hộp,Nam,0,1
2019-01-06,Vitamin D3 1000 IU,Nature Made,Room temperature,33,17.34,1,0,lọ,Bắc,0,1
2019-01-06,Vitamin D3 1000 IU,Nature Made,Room temperature,31,17.34,1,0,lọ,Trung,0,1
2019-01-06,Vitamin D3 1000 IU,Nature Made,Room temperature,28,17.34,1,0,lọ,Nam,0,1
2019-01-06,Xịt mũi Nazal,Nam Ha Pharma,Cool place,97,16.78,1,1,chai,Bắc,0,1
2019-01-06,Xịt mũi Nazal,Nam Ha Pharma,Cool place,74,16.78,1,1,chai,Trung,0,1
2019-01-06,Xịt mũi Nazal,Nam Ha Pharma,Cool place,43,16.78,1,1,chai,Nam,0,1
2019-01-07,Acetylcysteine syrup,DHG Pharma,Cool place,35,18.44,1,0,chai,Bắc,0,0
